ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
205310_at	0.9076671	3.39e-01	-1.01629	-5.99631	-0.1968837	FBXO46	F-box protein 46
219070_s_at	0.9076671	3.39e-01	1.016279	-5.99632	0.2074393	MOSPD3	motile sperm domain containing 3
209507_at	0.9076671	3.39e-01	1.016191	-5.99641	0.2748752	RPA3	replication protein A3
201380_at	0.9076671	3.39e-01	1.016028	-5.99657	0.221351	CRTAP	cartilage associated protein
222328_x_at	0.9076671	3.39e-01	1.016022	-5.99657	0.266874		
217580_x_at	0.9076671	3.39e-01	1.015768	-5.99683	0.257537		
205754_at	0.9076671	3.39e-01	1.015736	-5.99686	0.5345636	F2	coagulation factor II, thrombin
203636_at	0.9076671	3.39e-01	1.015583	-5.99701	0.2875495	MID1	midline 1
205040_at	0.9076671	3.39e-01	-1.015433	-5.99716	-0.611401	ORM1	orosomucoid 1
221823_at	0.9076671	3.39e-01	-1.015305	-5.99728	-0.2392909	C5orf30	chromosome 5 open reading frame 30
222042_x_at	0.9076671	3.39e-01	-1.015298	-5.99729	-0.500046	MEX3D	mex-3 RNA binding family member D
211002_s_at	0.9076671	3.39e-01	-1.015293	-5.9973	-0.2660596	TRIM29	tripartite motif containing 29
214773_x_at	0.9076671	3.39e-01	-1.015268	-5.99732	-0.266563	TIPRL	TOR signaling pathway regulator
203064_s_at	0.9076671	3.39e-01	1.015242	-5.99735	0.1779595	FOXK2	forkhead box K2
207376_at	0.9076671	3.39e-01	1.01524	-5.99735	0.3840133	VENTX	VENT homeobox
217984_at	0.9076671	3.39e-01	1.015098	-5.99749	0.3739721	RNASET2	ribonuclease T2
209827_s_at	0.9076671	3.39e-01	-1.015047	-5.99754	-0.2427024	IL16	interleukin 16
219601_s_at	0.9076671	3.39e-01	-1.014949	-5.99764	-0.6087921	C10orf12	chromosome 10 open reading frame 12
203778_at	0.9076671	3.39e-01	1.014838	-5.99775	0.2663323	MANBA	mannosidase beta
217322_x_at	0.9076671	3.39e-01	1.014766	-5.99782	0.350992		
205461_at	0.9076671	3.39e-01	1.014674	-5.99791	1.0692795	RAB35	RAB35, member RAS oncogene family
214872_at	0.9076671	3.39e-01	-1.014657	-5.99792	-0.3099614	RIF1	replication timing regulatory factor 1
202994_s_at	0.9076671	3.39e-01	-1.014587	-5.99799	-0.5802738	FBLN1	fibulin 1
211697_x_at	0.9076671	3.39e-01	1.014564	-5.99802	0.2595286	PNO1	partner of NOB1 homolog
218297_at	0.9076671	3.39e-01	-1.014532	-5.99805	-0.3143576	FAM188A	family with sequence similarity 188 member A
214121_x_at	0.9076671	3.40e-01	1.014465	-5.99811	0.9012253	PDLIM7	PDZ and LIM domain 7
216798_at	0.907678	3.40e-01	-1.014305	-5.99827	-0.2299132	FLJ23519///RNH1	uncharacterized protein FLJ23519///ribonuclease/angiogenin inhibitor 1
208025_s_at	0.907678	3.40e-01	1.014187	-5.99839	0.175077	HMGA2	high mobility group AT-hook 2
218199_s_at	0.907678	3.40e-01	-1.014184	-5.99839	-0.2793329	NOL6	nucleolar protein 6
217351_at	0.9076789	3.40e-01	-1.014035	-5.99854	-0.3794522		
218125_s_at	0.9076789	3.40e-01	-1.013981	-5.99859	-0.2285578	CCDC25	coiled-coil domain containing 25
210331_at	0.9076789	3.40e-01	1.013857	-5.99871	0.2486468	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1
203669_s_at	0.9076789	3.40e-01	-1.013821	-5.99875	-0.8378247	DGAT1	diacylglycerol O-acyltransferase 1
201194_at	0.907685	3.40e-01	1.013674	-5.99889	0.1993849	SEPW1	selenoprotein W, 1
211230_s_at	0.907685	3.40e-01	-1.013413	-5.99915	-0.1940594	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
211599_x_at	0.907685	3.40e-01	1.013356	-5.99921	0.3071426	MET	MET proto-oncogene, receptor tyrosine kinase
208932_at	0.907685	3.40e-01	-1.013317	-5.99925	-0.7534522	PPP4C	protein phosphatase 4 catalytic subunit
211462_s_at	0.907685	3.40e-01	-1.01328	-5.99928	-0.3593244	TBL1Y	transducin (beta)-like 1, Y-linked
204331_s_at	0.907685	3.40e-01	1.013272	-5.99929	0.2668557	MRPS12	mitochondrial ribosomal protein S12
210982_s_at	0.9079234	3.40e-01	-1.012962	-5.9996	-0.2225546	HLA-DRA	major histocompatibility complex, class II, DR alpha
210945_at	0.9079234	3.40e-01	-1.012892	-5.99967	-0.5521812	COL4A6	collagen type IV alpha 6 chain
205741_s_at	0.9079558	3.40e-01	-1.012629	-5.99993	-0.2078805	DTNA	dystrobrevin alpha
208386_x_at	0.9079558	3.40e-01	1.012528	-6.00003	0.2279638	DMC1	DNA meiotic recombinase 1
201537_s_at	0.9079558	3.40e-01	-1.012454	-6.0001	-0.3781526	DUSP3	dual specificity phosphatase 3
208604_s_at	0.9079558	3.40e-01	-1.012427	-6.00012	-0.450019	HOXA3	homeobox A3
221156_x_at	0.9079558	3.40e-01	-1.012412	-6.00014	-0.2789279	CCPG1	cell cycle progression 1
207253_s_at	0.9082705	3.41e-01	1.01191	-6.00063	0.2399447	UBN1	ubinuclein 1
215199_at	0.9082705	3.41e-01	-1.011868	-6.00068	-0.9513892	CALD1	caldesmon 1
202746_at	0.9082705	3.41e-01	1.011686	-6.00086	0.2093979	ITM2A	integral membrane protein 2A
60815_at	0.9082705	3.41e-01	1.011604	-6.00094	0.5629689	POLR2J4	RNA polymerase II subunit J4, pseudogene
211186_s_at	0.9082705	3.41e-01	-1.011584	-6.00096	-0.3680004	AAK1	AP2 associated kinase 1
206322_at	0.9082705	3.41e-01	1.01148	-6.00106	0.6685455	SYN3	synapsin III
206285_at	0.9082705	3.41e-01	1.011473	-6.00106	0.5149833	NPHP1	nephrocystin 1
218766_s_at	0.9082705	3.41e-01	-1.011421	-6.00112	-0.2449588	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial
220451_s_at	0.9082705	3.41e-01	1.011207	-6.00133	0.3133634	BIRC7	baculoviral IAP repeat containing 7
200875_s_at	0.9082705	3.41e-01	1.011171	-6.00136	0.1845833	MIR1292///SNORD110///SNORD86///SNORD57///NOP56	microRNA 1292///small nucleolar RNA, C/D box 110///small nucleolar RNA, C/D box 86///small nucleolar RNA, C/D box 57///NOP56 ribonucleoprotein
205756_s_at	0.9082705	3.41e-01	1.011155	-6.00138	0.3372487	F8	coagulation factor VIII
214030_at	0.9082727	3.41e-01	1.011062	-6.00147	0.3387063	CRYBG3	crystallin beta-gamma domain containing 3
218536_at	0.9083706	3.41e-01	1.010855	-6.00167	0.2884292	MRS2	MRS2, magnesium transporter
201831_s_at	0.9083706	3.41e-01	-1.010686	-6.00184	-0.2477741	USO1	USO1 vesicle transport factor
65770_at	0.9083706	3.41e-01	-1.010622	-6.0019	-0.3752173	RHOT2	ras homolog family member T2
221897_at	0.9083706	3.41e-01	1.010481	-6.00204	0.3176117	TRIM52	tripartite motif containing 52
207044_at	0.9083706	3.41e-01	-1.010375	-6.00215	-0.292893	THRB	thyroid hormone receptor beta
203044_at	0.9083706	3.41e-01	1.010307	-6.00221	0.2148898	CHSY1	chondroitin sulfate synthase 1
221827_at	0.9083706	3.41e-01	-1.010194	-6.00232	-0.239927	RBCK1	RANBP2-type and C3HC4-type zinc finger containing 1
220409_at	0.9083706	3.41e-01	1.010151	-6.00237	0.501792	CAMSAP1	calmodulin regulated spectrin associated protein 1
211083_s_at	0.9083706	3.42e-01	-1.010035	-6.00248	-0.3693395	MAP3K13	mitogen-activated protein kinase kinase kinase 13
207941_s_at	0.9083706	3.42e-01	1.009987	-6.00253	0.2044594	RBM39	RNA binding motif protein 39
206744_s_at	0.9083706	3.42e-01	-1.009716	-6.0028	-0.5158069	ZMYM5	zinc finger MYM-type containing 5
206721_at	0.9083706	3.42e-01	1.009608	-6.0029	0.4920592	CCDC181	coiled-coil domain containing 181
210883_x_at	0.9083706	3.42e-01	1.009587	-6.00292	0.6670962	EFNB3	ephrin B3
219964_at	0.9083706	3.42e-01	1.009582	-6.00293	0.5551995	ST7L	suppression of tumorigenicity 7 like
209763_at	0.9083706	3.42e-01	-1.00945	-6.00306	-0.209272	CHRDL1	chordin like 1
218305_at	0.9083706	3.42e-01	-1.009391	-6.00311	-0.2542089	IPO4	importin 4
204052_s_at	0.9083706	3.42e-01	-1.009333	-6.00317	-0.1938029	SFRP4	secreted frizzled related protein 4
203013_at	0.9083706	3.42e-01	1.009316	-6.00319	0.1473646	ECD	ecdysoneless cell cycle regulator
205842_s_at	0.9083706	3.42e-01	-1.009077	-6.00342	-0.2126878	JAK2	Janus kinase 2
205367_at	0.9083706	3.42e-01	1.008983	-6.00352	0.5933095	SH2B2	SH2B adaptor protein 2
221189_s_at	0.9083706	3.42e-01	-1.008975	-6.00352	-0.5608513	MIR6878///TARS2	microRNA 6878///threonyl-tRNA synthetase 2, mitochondrial (putative)
213101_s_at	0.9083706	3.42e-01	-1.008962	-6.00354	-0.1402443	ACTR3	ARP3 actin related protein 3 homolog
217889_s_at	0.9083706	3.42e-01	1.00866	-6.00383	0.1666362	CYBRD1	cytochrome b reductase 1
209425_at	0.9083706	3.42e-01	1.008615	-6.00388	0.2969345	C1QTNF3-AMACR///AMACR	C1QTNF3-AMACR readthrough (NMD candidate)///alpha-methylacyl-CoA racemase
212287_at	0.9083706	3.42e-01	1.008493	-6.004	0.2497531	SUZ12	SUZ12 polycomb repressive complex 2 subunit
222367_at	0.9083706	3.42e-01	1.008178	-6.00431	0.6995572	WHAMMP2///WHAMMP3	WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2///WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 3
203403_s_at	0.9083706	3.42e-01	-1.007894	-6.00459	-0.1418358	RNF6	ring finger protein 6
216760_at	0.9083706	3.43e-01	1.007861	-6.00462	0.3127627	HRASLS2	HRAS like suppressor 2
219538_at	0.9083706	3.43e-01	-1.007783	-6.0047	-0.1601507	WDR5B	WD repeat domain 5B
221016_s_at	0.9083706	3.43e-01	-1.007773	-6.0047	-0.213021	TCF7L1	transcription factor 7 like 1
214465_at	0.9083706	3.43e-01	1.007706	-6.00477	0.2381661	ORM2///ORM1	orosomucoid 2///orosomucoid 1
205775_at	0.9083706	3.43e-01	-1.007627	-6.00485	-0.2268404	FAM50B	family with sequence similarity 50 member B
215052_at	0.9083706	3.43e-01	1.007517	-6.00496	0.7471502	FRMPD4	FERM and PDZ domain containing 4
216053_x_at	0.9083706	3.43e-01	1.007434	-6.00504	0.5963374	FAM27B///FAM27C///FAM182B///FAM182A	family with sequence similarity 27 member B///family with sequence similarity 27 member C///family with sequence similarity 182 member B///family with sequence similarity 182 member A
219619_at	0.9083706	3.43e-01	-1.007409	-6.00506	-0.57227	DIRAS2	DIRAS family GTPase 2
208941_s_at	0.9083706	3.43e-01	1.007347	-6.00512	0.2302503	SEPHS1	selenophosphate synthetase 1
201181_at	0.9083706	3.43e-01	1.007273	-6.0052	0.1828047	GNAI3	G protein subunit alpha i3
216145_at	0.9083706	3.43e-01	-1.007266	-6.0052	-0.6170772		
204223_at	0.9083706	3.43e-01	1.007208	-6.00526	0.6042291	PRELP	proline and arginine rich end leucine rich repeat protein
212389_at	0.9083706	3.43e-01	1.007203	-6.00526	0.2952894	SBF1	SET binding factor 1
220340_at	0.9083706	3.43e-01	1.007091	-6.00538	0.5992793	GREB1L	growth regulation by estrogen in breast cancer 1 like
214381_at	0.9083706	3.43e-01	-1.007081	-6.00539	-0.3482497	LOC441601	septin 7 pseudogene
216122_at	0.9083706	3.43e-01	-1.006978	-6.00549	-0.1912126		
218948_at	0.9083706	3.43e-01	1.006737	-6.00572	0.249021	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
208775_at	0.9083706	3.43e-01	1.00673	-6.00573	0.1547244	XPO1	exportin 1
204105_s_at	0.9083706	3.43e-01	-1.006724	-6.00574	-0.1891987	NRCAM	neuronal cell adhesion molecule
214870_x_at	0.9083706	3.43e-01	-1.006581	-6.00588	-0.2584159	LOC102724993///LOC101930075///NPIPA8///NPIPA7///NPIPA5///NPIPA2///NPIPA3///PKD1P1///NPIPA1	nuclear pore complex-interacting protein family member A7-like///polycystin-1-like///nuclear pore complex interacting protein family member A8///nuclear pore complex interacting protein family member A7///nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member A2///nuclear pore complex interacting protein family member A3///polycystin 1, transient receptor potential channel interacting pseudogene 1///nuclear pore complex interacting protein family member A1
210640_s_at	0.9083706	3.43e-01	-1.006453	-6.006	-0.9404902	GPER1	G protein-coupled estrogen receptor 1
216373_at	0.9083706	3.43e-01	-1.00626	-6.00619	-0.7930125	TAPT1	transmembrane anterior posterior transformation 1
206702_at	0.9083706	3.43e-01	1.006243	-6.00621	0.2342816	TEK	TEK receptor tyrosine kinase
203654_s_at	0.9083706	3.43e-01	-1.006025	-6.00642	-0.2194485	COIL	coilin
206804_at	0.9083706	3.43e-01	-1.006017	-6.00643	-0.2311246	CD3G	CD3g molecule
204697_s_at	0.9083706	3.43e-01	-1.005873	-6.00657	-0.5384988	CHGA	chromogranin A
202233_s_at	0.9083706	3.44e-01	1.005655	-6.00678	0.1739554	UQCRHL///UQCRH	ubiquinol-cytochrome c reductase hinge protein like///ubiquinol-cytochrome c reductase hinge protein
209277_at	0.9083706	3.44e-01	-1.005425	-6.00701	-0.259432	TFPI2	tissue factor pathway inhibitor 2
214155_s_at	0.9083706	3.44e-01	1.005398	-6.00704	0.2156595	LARP4	La ribonucleoprotein domain family member 4
201354_s_at	0.9083706	3.44e-01	1.005244	-6.00719	0.7109046	BAZ2A	bromodomain adjacent to zinc finger domain 2A
221285_at	0.9083706	3.44e-01	-1.005138	-6.00729	-0.2992034	ST8SIA2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2
218455_at	0.9083706	3.44e-01	-1.005096	-6.00733	-0.1527062	NFS1	NFS1 cysteine desulfurase
215386_at	0.9083706	3.44e-01	1.004981	-6.00745	0.5059833		
214079_at	0.9083706	3.44e-01	-1.004976	-6.00745	-0.2875343	DHRS2	dehydrogenase/reductase 2
206433_s_at	0.9083706	3.44e-01	-1.004506	-6.00791	-0.8907872	SPOCK3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3
216644_at	0.9083706	3.44e-01	-1.00448	-6.00794	-0.8869375		
206991_s_at	0.9083706	3.44e-01	1.004429	-6.00799	0.3938252	CCR5	C-C motif chemokine receptor 5 (gene/pseudogene)
214212_x_at	0.9083706	3.44e-01	-1.004339	-6.00808	-0.1977194	FERMT2	fermitin family member 2
220168_at	0.9083706	3.44e-01	1.004318	-6.0081	0.7519923	CASC1	cancer susceptibility candidate 1
205791_x_at	0.9083706	3.44e-01	-1.004314	-6.0081	-0.6591003	ZNF230	zinc finger protein 230
213786_at	0.9083706	3.44e-01	1.004268	-6.00814	0.2753093	TAX1BP1	Tax1 binding protein 1
211933_s_at	0.9083706	3.44e-01	1.004248	-6.00816	0.1655456	HNRNPA3///HNRNPA3P1	heterogeneous nuclear ribonucleoprotein A3///heterogeneous nuclear ribonucleoprotein A3 pseudogene 1
220827_at	0.9083706	3.44e-01	1.004223	-6.00819	0.5928689		
217871_s_at	0.9083706	3.44e-01	1.004198	-6.00821	0.2272734	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
62987_r_at	0.9083706	3.44e-01	-1.004155	-6.00825	-0.3241244	CACNG4	calcium voltage-gated channel auxiliary subunit gamma 4
204287_at	0.9083706	3.44e-01	1.004118	-6.00829	0.392715	SYNGR1	synaptogyrin 1
220201_at	0.9083706	3.44e-01	1.004019	-6.00839	0.3081623	RC3H2	ring finger and CCCH-type domains 2
212394_at	0.9083706	3.44e-01	1.003974	-6.00843	0.3232055	EMC1	ER membrane protein complex subunit 1
219252_s_at	0.9083706	3.44e-01	1.00375	-6.00865	0.3387637	GEMIN8	gem nuclear organelle associated protein 8
203115_at	0.9083706	3.44e-01	1.003699	-6.0087	0.2750112	FECH	ferrochelatase
222092_at	0.9083706	3.44e-01	-1.003642	-6.00876	-0.5156604	PTPN21	protein tyrosine phosphatase, non-receptor type 21
215868_x_at	0.9083706	3.44e-01	-1.003609	-6.00879	-0.8119436		
214961_at	0.9083706	3.44e-01	1.003501	-6.0089	0.5303483	MTUS2	microtubule associated tumor suppressor candidate 2
216128_at	0.9083706	3.45e-01	-1.003433	-6.00896	-0.6266392	LOC101929597///TBCD	uncharacterized LOC101929597///tubulin folding cofactor D
217695_x_at	0.9083706	3.45e-01	1.003411	-6.00898	0.5831319		
214214_s_at	0.9083706	3.45e-01	1.003249	-6.00914	0.1866168	C1QBP	complement C1q binding protein
206562_s_at	0.9083706	3.45e-01	1.003243	-6.00915	0.1891444	CSNK1A1	casein kinase 1 alpha 1
218650_at	0.9083706	3.45e-01	-1.00315	-6.00924	-0.2252099	MIR1306///DGCR8	microRNA 1306///DGCR8 microprocessor complex subunit
216057_at	0.9083706	3.45e-01	1.003127	-6.00926	0.6484352	RAB3GAP2	RAB3 GTPase activating non-catalytic protein subunit 2
217618_x_at	0.9083706	3.45e-01	1.003015	-6.00937	0.3058153	HUS1	HUS1 checkpoint clamp component
206277_at	0.9083706	3.45e-01	1.002984	-6.0094	0.297524	P2RY2	purinergic receptor P2Y2
207410_s_at	0.9083706	3.45e-01	-1.002937	-6.00945	-0.56785	TLX2	T-cell leukemia homeobox 2
204577_s_at	0.9083706	3.45e-01	-1.002839	-6.00954	-0.2401772	CLUAP1	clusterin associated protein 1
214083_at	0.9083706	3.45e-01	1.002784	-6.0096	0.8633917	PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma
210298_x_at	0.9084409	3.45e-01	1.002295	-6.01008	0.3672759	FHL1	four and a half LIM domains 1
222002_at	0.9084409	3.45e-01	1.002196	-6.01017	0.4347843	C7orf26	chromosome 7 open reading frame 26
214637_at	0.9084409	3.45e-01	-1.002026	-6.01034	-0.2554388	OSM	oncostatin M
218719_s_at	0.9084409	3.45e-01	1.001884	-6.01048	0.205837	GINS3	GINS complex subunit 3
207732_s_at	0.9084409	3.45e-01	-1.001756	-6.0106	-0.2614009	DLG3	discs large MAGUK scaffold protein 3
208734_x_at	0.9084409	3.45e-01	-1.00158	-6.01078	-0.1825083	RAB2A	RAB2A, member RAS oncogene family
209822_s_at	0.9084409	3.45e-01	1.001542	-6.01081	0.2288528	VLDLR	very low density lipoprotein receptor
212580_at	0.9084409	3.45e-01	-1.001403	-6.01095	-0.2247502	CAST	calpastatin
217666_at	0.9084409	3.45e-01	-1.001335	-6.01101	-0.4714551		
212752_at	0.9084409	3.46e-01	1.001232	-6.01112	0.2216357	CLASP1	cytoplasmic linker associated protein 1
203916_at	0.9084409	3.46e-01	1.001074	-6.01127	0.1583631	NDST2	N-deacetylase and N-sulfotransferase 2
219626_at	0.9084409	3.46e-01	1.001025	-6.01132	0.2314404	MAP7D3	MAP7 domain containing 3
205026_at	0.9084409	3.46e-01	1.000998	-6.01134	0.3442672	STAT5B	signal transducer and activator of transcription 5B
214683_s_at	0.9084409	3.46e-01	1.000991	-6.01135	0.3404002	CLK1	CDC like kinase 1
209584_x_at	0.9084409	3.46e-01	1.000941	-6.0114	0.2063632	APOBEC3C	apolipoprotein B mRNA editing enzyme catalytic subunit 3C
209218_at	0.9084409	3.46e-01	-1.000904	-6.01144	-0.2172908	SQLE	squalene epoxidase
220989_s_at	0.9084409	3.46e-01	-1.000775	-6.01156	-0.3860369	AMN	amnion associated transmembrane protein
214066_x_at	0.9084409	3.46e-01	1.000645	-6.01169	0.3148324	NPR2	natriuretic peptide receptor 2
216183_at	0.9084409	3.46e-01	-1.000604	-6.01173	-0.2747324	TGM2	transglutaminase 2
206890_at	0.9084409	3.46e-01	-1.000492	-6.01184	-0.6277295	IL12RB1	interleukin 12 receptor subunit beta 1
214186_s_at	0.9084409	3.46e-01	1.000446	-6.01188	0.57667	HCG26	HLA complex group 26 (non-protein coding)
210540_s_at	0.9084409	3.46e-01	-1.000324	-6.012	-0.3667787	B4GALT4	beta-1,4-galactosyltransferase 4
222005_s_at	0.9084409	3.46e-01	-1.000239	-6.01209	-0.2744053	GNG3	G protein subunit gamma 3
207006_s_at	0.9084409	3.46e-01	-1.00001	-6.01231	-0.2066082	CCDC106	coiled-coil domain containing 106
207324_s_at	0.9084409	3.46e-01	-0.999966	-6.01235	-0.4699514	DSC1	desmocollin 1
204495_s_at	0.9084409	3.46e-01	-0.999937	-6.01238	-0.1731714	C15orf39	chromosome 15 open reading frame 39
219001_s_at	0.9084409	3.46e-01	0.999838	-6.01248	0.4865469	DCAF10	DDB1 and CUL4 associated factor 10
204600_at	0.9084409	3.46e-01	0.999835	-6.01248	0.4934468	EPHB3	EPH receptor B3
220171_x_at	0.9084409	3.46e-01	0.999594	-6.01272	0.3710058	GPALPP1	GPALPP motifs containing 1
207963_at	0.9084409	3.46e-01	-0.999528	-6.01278	-0.4625033	KIF25-AS1	KIF25 antisense RNA 1
208053_at	0.9084409	3.46e-01	-0.999497	-6.01281	-0.2072158	GUCY2F	guanylate cyclase 2F, retinal
212402_at	0.9084409	3.46e-01	0.999479	-6.01283	0.221978	ZC3H13	zinc finger CCCH-type containing 13
214410_at	0.9084409	3.46e-01	0.999441	-6.01287	0.3813065	TRPM1	transient receptor potential cation channel subfamily M member 1
210638_s_at	0.9084409	3.46e-01	0.999394	-6.01291	0.1691629	FBXO9	F-box protein 9
213420_at	0.9084409	3.46e-01	0.999323	-6.01298	0.2141907	DHX57	DEAH-box helicase 57
203548_s_at	0.9084409	3.46e-01	-0.999268	-6.01303	-0.3765833	LPL	lipoprotein lipase
202780_at	0.9084409	3.46e-01	0.999092	-6.01321	0.2111712	OXCT1	3-oxoacid CoA-transferase 1
211275_s_at	0.9084409	3.47e-01	0.998822	-6.01347	0.1710913	GYG1	glycogenin 1
204248_at	0.9084409	3.47e-01	-0.998752	-6.01354	-0.7640317	GNA11	G protein subunit alpha 11
212913_at	0.9084409	3.47e-01	0.998656	-6.01363	0.2674801	MSH5-SAPCD1///SAPCD1	MSH5-SAPCD1 readthrough (NMD candidate)///suppressor APC domain containing 1
212005_at	0.9084409	3.47e-01	-0.998523	-6.01376	-0.7776137	SZRD1	SUZ RNA binding domain containing 1
210072_at	0.9084409	3.47e-01	0.998418	-6.01386	0.5390083	CCL19	C-C motif chemokine ligand 19
204658_at	0.9084409	3.47e-01	0.998381	-6.0139	0.2717569	TRA2A	transformer 2 alpha homolog
207836_s_at	0.9084409	3.47e-01	-0.998286	-6.01399	-0.1773851	RBPMS	RNA binding protein with multiple splicing
213240_s_at	0.9084409	3.47e-01	-0.998243	-6.01403	-0.3115979	KRT4	keratin 4
215792_s_at	0.9084409	3.47e-01	-0.998204	-6.01407	-0.2734242	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11
215167_at	0.9084409	3.47e-01	0.998076	-6.0142	0.6242229	MED14	mediator complex subunit 14
219081_at	0.9084409	3.47e-01	-0.99792	-6.01435	-0.1900744	ANKHD1-EIF4EBP3///ANKHD1	ANKHD1-EIF4EBP3 readthrough///ankyrin repeat and KH domain containing 1
200710_at	0.9084409	3.47e-01	-0.997723	-6.01454	-0.1501596	ACADVL	acyl-CoA dehydrogenase, very long chain
203747_at	0.9084409	3.47e-01	0.997723	-6.01454	0.4606569	AQP3	aquaporin 3 (Gill blood group)
216334_s_at	0.9084409	3.47e-01	0.997592	-6.01467	0.7514325	CYP2A7P1	cytochrome P450 family 2 subfamily A member 7 pseudogene 1
214287_s_at	0.9084409	3.47e-01	-0.997415	-6.01484	-0.2750526	CDK13	cyclin dependent kinase 13
218245_at	0.9084409	3.47e-01	0.997409	-6.01485	0.5276375	TSKU	tsukushi, small leucine rich proteoglycan
216006_at	0.9084409	3.47e-01	-0.997382	-6.01487	-0.3857551		
208145_at	0.9084409	3.47e-01	0.997276	-6.01498	0.4169576		
221257_x_at	0.9084409	3.47e-01	0.997225	-6.01503	0.2067693	FBXO38	F-box protein 38
217891_at	0.9084409	3.47e-01	-0.997211	-6.01504	-0.7033028	C16orf58	chromosome 16 open reading frame 58
201081_s_at	0.9084409	3.47e-01	0.997151	-6.0151	0.2567037	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase type 2 beta
219089_s_at	0.9084409	3.47e-01	0.997118	-6.01513	0.1873918	ZNF576	zinc finger protein 576
211323_s_at	0.9084409	3.47e-01	0.997118	-6.01513	0.6288626	ITPR1	inositol 1,4,5-trisphosphate receptor type 1
209456_s_at	0.9084409	3.47e-01	-0.997083	-6.01517	-0.3442927	FBXW11	F-box and WD repeat domain containing 11
202432_at	0.9084409	3.47e-01	-0.997081	-6.01517	-0.2922143	PPP3CB	protein phosphatase 3 catalytic subunit beta
211096_at	0.9084409	3.47e-01	-0.996994	-6.01525	-0.2817911	PBX2	PBX homeobox 2
51158_at	0.9084409	3.47e-01	0.996991	-6.01525	0.204934	FAM174B	family with sequence similarity 174 member B
208783_s_at	0.9084409	3.48e-01	0.996838	-6.0154	0.1528266	CD46	CD46 molecule
214320_x_at	0.9084409	3.48e-01	0.996801	-6.01544	0.1633271	CYP2A6	cytochrome P450 family 2 subfamily A member 6
212954_at	0.9084409	3.48e-01	0.996476	-6.01576	0.594427	DYRK4	dual specificity tyrosine phosphorylation regulated kinase 4
204692_at	0.9084409	3.48e-01	-0.996252	-6.01597	-0.1865193	SAP25///LRCH4	Sin3A associated protein 25///leucine rich repeats and calponin homology domain containing 4
211092_s_at	0.9084409	3.48e-01	-0.996159	-6.01607	-0.9624154	NF2	neurofibromin 2
214852_x_at	0.9084409	3.48e-01	0.996119	-6.0161	0.7106882	VPS13A	vacuolar protein sorting 13 homolog A
219784_at	0.9084409	3.48e-01	0.995992	-6.01623	0.6132879	C16orf95	chromosome 16 open reading frame 95
216633_s_at	0.9084409	3.48e-01	0.995921	-6.0163	0.6753152	PLCH1	phospholipase C eta 1
217784_at	0.9084409	3.48e-01	-0.995905	-6.01631	-0.744205	YKT6	YKT6 v-SNARE homolog (S. cerevisiae)
205169_at	0.9084409	3.48e-01	0.995865	-6.01635	0.2091706	RBBP5	RB binding protein 5, histone lysine methyltransferase complex subunit
209287_s_at	0.9084409	3.48e-01	-0.995843	-6.01637	-0.2831174	CDC42EP3	CDC42 effector protein 3
218383_at	0.9084409	3.48e-01	0.99583	-6.01639	0.1892038	MIR4707///HAUS4	microRNA 4707///HAUS augmin like complex subunit 4
205958_x_at	0.9084409	3.48e-01	0.995746	-6.01647	0.2916544	CSHL1	chorionic somatomammotropin hormone like 1
210800_at	0.9084409	3.48e-01	-0.995637	-6.01657	-0.6820234	TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast)
205106_at	0.9084409	3.48e-01	0.995542	-6.01667	0.5803691	CMC4///MTCP1	C-X9-C motif containing 4///mature T-cell proliferation 1
217310_s_at	0.9084409	3.48e-01	0.995533	-6.01667	0.2437226	FOXJ3	forkhead box J3
209597_s_at	0.9084409	3.48e-01	-0.99534	-6.01686	-0.8700756	PNMA2	paraneoplastic Ma antigen 2
206800_at	0.9084409	3.48e-01	0.995333	-6.01687	0.3501798	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)
204243_at	0.9084409	3.48e-01	-0.995307	-6.01689	-0.1599742	RLF	rearranged L-myc fusion
217710_x_at	0.908462	3.48e-01	-0.995076	-6.01712	-0.4081515	ITPK1	inositol-tetrakisphosphate 1-kinase
200620_at	0.908462	3.48e-01	0.995044	-6.01715	0.1579736	TMEM59	transmembrane protein 59
219823_at	0.908462	3.48e-01	-0.994944	-6.01725	-0.8364317	LIN28A	lin-28 homolog A
